AMZN,Amazon.com,NASDAQ
136.25,133.90,136.61,133.14
133.43,134.69,135.48,131.81
134.60,132.25,134.73,131.65
132.01,130.00,132.32,128.80
130.56,133.52,133.68,129.03
132.62,130.31,132.80,129.21
128.99,127.35,129.82,126.55
127.90,129.11,129.71,125.75
129.14,127.35,130.38,126.40
129.18,127.14,129.65,127.06
126.20,127.61,128.00,124.33
127.13,125.78,129.20,125.08
127.26,126.62,128.15,125.00
125.60,121.43,127.67,120.76
122.10,120.31,122.28,118.12
120.56,119.48,122.98,119.06
121.03,122.75,123.33,118.80
124.43,126.03,127.20,122.80
129.77,125.41,131.85,124.14
123.18,118.87,124.86,113.82
118.79,118.12,118.98,114.40
117.12,119.10,119.61,116.56
118.64,115.94,120.33,115.74
115.88,117.39,117.65,114.10
119.38,116.83,121.00,116.56
118.20,118.03,119.09,117.00
118.00,117.36,118.61,116.00
117.21,120.09,120.42,116.50
118.99,119.66,119.94,117.50
120.06,117.53,120.50,117.18
117.08,116.31,117.13,115.55
115.84,118.08,118.51,114.82
117.91,117.52,119.09,117.00
117.37,118.01,118.97,116.18
118.01,117.24,119.25,116.51
117.96,119.72,119.80,117.15
118.17,118.20,118.34,115.85
117.88,118.40,119.43,117.00
118.85,124.54,124.66,117.53
125.01,125.53,127.35,124.80
125.40,125.89,126.94,124.43
125.96,128.53,128.85,125.57
129.13,128.91,129.45,127.07
128.30,130.11,130.85,127.71
129.59,128.82,130.81,127.97
129.11,130.51,131.17,128.48
130.45,133.58,133.62,130.36
134.20,131.82,134.20,131.18
131.70,131.13,132.00,128.63
131.24,131.79,132.29,130.50
132.41,131.34,132.69,131.22
131.02,132.76,132.85,130.44
133.71,130.35,133.71,129.66
130.20,130.47,130.96,128.64
130.89,129.26,130.94,128.07
128.64,128.04,129.40,127.20
129.14,134.73,136.91,128.04
134.90,135.06,136.99,133.76
135.37,135.12,136.63,134.33
135.74,136.58,138.19,135.36
136.00,135.77,136.80,134.48
N/A,N/A,N/A,N/A
132.85,131.49,133.74,130.78
131.23,135.56,136.00,131.18
135.96,134.87,136.08,133.86
134.71,140.96,141.25,134.71
140.72,140.06,141.33,139.07
140.00,141.20,142.92,139.68
141.23,140.16,141.98,139.12
140.34,144.28,144.50,139.20
144.55,145.82,147.09,144.00
144.88,142.17,147.17,141.45
142.35,142.43,143.67,139.13
143.83,144.20,144.64,142.10
145.17,146.43,149.00,143.52
147.01,150.09,151.09,145.88
145.38,143.63,149.09,142.42
143.20,147.11,147.73,142.90
145.55,142.02,146.44,141.11
142.59,139.35,142.75,138.69
140.09,141.73,142.45,139.79
141.40,137.10,141.40,136.91
137.20,137.49,139.44,136.11
135.62,129.83,135.81,128.38
128.00,130.93,131.61,127.55
130.00,128.71,132.33,120.60
127.97,124.98,131.18,123.76
129.73,131.29,132.21,129.26
129.95,130.46,133.08,128.47
131.41,133.87,134.13,129.68
133.93,131.47,136.99,131.00
130.36,128.53,131.00,126.76
128.24,128.91,129.95,125.80
130.14,126.28,131.25,125.51
125.51,124.59,127.93,123.80
122.64,119.71,125.00,118.78
117.90,122.72,124.97,117.52
122.57,122.12,124.50,120.65
118.54,124.86,125.19,118.50
125.05,123.21,125.79,122.30
124.98,126.70,126.85,120.60
126.07,125.46,127.60,124.01
124.97,123.24,126.57,123.02
124.02,126.31,126.43,121.65
126.25,128.76,129.15,124.85
126.33,122.77,128.20,122.18
125.84,122.01,126.61,121.67
122.00,118.84,122.00,115.80
120.31,117.91,121.47,117.36
120.00,123.21,123.50,119.20
121.39,123.03,123.53,120.29
124.24,123.83,125.70,123.50
123.20,126.84,126.92,122.50
125.39,126.90,127.98,125.36
126.74,125.89,127.80,124.69
126.48,125.83,127.48,125.07
126.79,122.55,127.48,121.41
122.65,122.31,125.23,121.55
122.11,121.45,123.22,120.04
120.61,118.33,120.85,116.80
118.14,121.00,121.76,117.63
118.85,117.80,120.04,117.10
116.26,108.61,116.48,106.01
108.58,109.26,112.68,108.11
108.90,110.96,111.69,106.70
110.92,109.14,111.29,108.56
110.65,110.06,112.53,109.00
109.84,113.43,113.63,109.81
115.02,116.22,117.48,114.07
116.55,117.26,117.40,114.65
117.81,119.51,119.70,117.32
120.69,123.65,124.88,120.30
123.03,123.30,123.75,121.47
120.13,122.06,122.48,119.26
121.28,118.49,121.92,118.01
118.38,119.94,120.74,117.00
120.61,120.10,120.71,117.51
120.62,117.43,121.25,117.26
118.71,120.07,120.87,118.02
105.92,118.87,119.28,105.80
118.26,118.40,118.60,114.88
118.43,117.13,118.50,115.07
117.00,117.13,118.20,116.40
117.99,116.86,118.87,115.52
115.53,117.89,118.74,114.51
119.15,120.07,120.38,117.57
120.00,122.42,122.87,119.68
123.06,127.58,128.47,123.00
126.77,127.83,128.00,125.82
126.72,128.32,128.40,125.90
128.46,128.83,129.93,127.85
127.95,130.00,130.00,127.38
128.10,125.89,128.12,125.20
123.76,126.56,127.00,123.55
126.06,124.69,127.48,124.26
123.61,126.07,127.37,123.04
127.34,128.86,129.98,126.79
129.25,129.65,130.81,128.26
129.22,127.57,130.02,126.82
127.20,127.76,128.04,126.02
127.86,126.60,129.22,126.50
125.41,124.53,125.44,123.18
123.85,126.85,127.37,123.83
127.15,124.86,127.59,124.82
125.46,126.64,126.64,122.25
126.03,123.79,126.95,123.69
122.85,124.83,125.90,122.50
126.36,132.49,132.60,126.17
132.17,135.21,135.21,132.05
136.89,138.79,139.50,136.62
137.56,137.22,138.60,136.89
137.93,139.14,139.70,136.45
140.39,140.38,141.37,139.26
140.75,142.44,142.60,140.04
144.07,145.07,145.74,143.76
144.50,145.75,146.70,143.83
144.88,145.45,145.62,143.56
145.40,148.13,148.23,145.16
148.90,148.32,148.98,146.50
148.70,151.30,151.95,147.35
150.76,150.73,153.31,149.60
149.84,151.83,152.70,149.10
151.20,152.85,155.92,150.97
155.43,160.73,160.89,155.42
160.22,159.37,161.20,157.88
159.84,159.70,160.88,154.89
159.03,158.99,161.78,157.75
160.01,157.06,160.93,155.60
157.08,153.71,157.44,152.20
153.95,155.39,155.96,152.79
157.08,160.87,161.21,157.01
160.60,155.40,160.68,154.60
156.51,156.27,157.40,153.39
155.18,155.55,156.28,152.78
154.89,153.03,156.63,152.34
152.51,156.48,156.95,151.40
156.69,155.17,156.79,153.85
155.16,155.53,156.95,154.23
158.42,164.64,164.88,156.75
165.00,163.56,165.19,161.82
160.68,158.67,162.80,157.00
158.78,158.67,159.87,156.57
162.67,164.97,166.13,161.29
162.45,169.13,170.17,162.27
171.57,169.00,171.99,168.32
167.57,169.95,171.00,167.50
168.91,167.51,169.75,166.54
168.31,166.84,168.49,165.05
165.80,165.23,168.50,164.81
164.45,162.58,164.58,161.52
163.75,164.61,165.94,163.36
165.40,168.47,168.61,162.29
169.86,168.93,172.53,168.40
169.35,170.77,171.65,168.59
170.84,171.99,173.20,168.78
172.67,170.27,173.14,169.06
170.59,173.33,173.37,169.41
171.00,170.37,172.05,169.42
170.12,165.68,171.26,165.05
165.16,158.90,165.35,158.56
158.74,157.78,160.91,156.77
157.84,158.35,160.85,157.55
160.74,164.17,165.00,160.74
163.95,164.82,164.99,162.84
165.10,170.39,170.60,165.00
168.61,168.20,168.81,164.62
171.53,177.25,177.89,171.53
177.36,177.20,178.38,176.16
179.99,179.49,181.84,177.57
176.95,175.40,177.70,174.90
179.16,176.55,179.32,176.00
176.86,176.53,177.45,173.92
175.50,175.68,176.40,174.05
175.52,178.05,178.43,174.60
180.50,176.77,181.47,176.57
177.49,176.29,178.16,175.20
177.77,174.85,178.11,173.80
174.88,175.62,175.95,173.36
176.33,174.25,177.94,173.73
174.28,173.94,175.76,173.09
173.72,175.57,179.00,173.59
175.58,178.04,178.30,175.04
178.41,177.58,178.75,177.02
179.27,183.29,183.98,178.04
183.88,184.75,185.65,182.60
185.00,184.76,185.45,184.11
184.34,182.59,184.98,181.89
181.90,182.14,183.14,180.45
182.10,181.09,182.77,181.05
181.80,183.37,184.35,180.41
183.92,182.75,184.55,182.75
181.96,180.00,182.30,179.51
181.37,184.22,186.00,181.21
186.15,185.01,187.70,183.78
184.10,187.42,187.45,184.07
186.50,185.86,187.41,185.25
187.88,185.49,188.45,183.74
185.04,184.68,185.29,182.51
185.42,184.34,186.00,183.21
185.36,184.08,185.38,183.30
183.60,185.53,186.45,183.51
185.50,188.75,188.94,184.92
188.66,191.25,191.60,188.25
190.90,186.87,191.00,186.21
185.29,181.96,186.85,181.00
183.00,177.42,183.25,176.84
177.95,176.85,178.49,174.15
175.50,176.70,176.75,174.28
177.51,175.39,177.89,174.63
177.48,184.45,185.00,177.31
171.45,171.14,173.71,166.90
170.16,169.64,171.44,167.41
170.52,172.11,173.10,169.51
171.42,173.53,175.20,170.87
173.50,173.71,174.67,171.95
174.00,175.93,177.19,173.75
176.15,176.43,177.55,174.77
176.66,183.06,183.11,176.59
183.15,185.30,186.47,182.26
184.39,186.21,187.24,183.60
185.56,189.25,189.50,185.37
189.25,190.42,191.40,188.35
188.73,189.03,190.49,188.25
189.77,186.62,190.00,186.35
185.77,187.76,189.09,185.31
187.54,186.50,188.50,185.13
183.68,180.42,184.72,179.32
180.25,176.68,181.15,174.39
176.86,177.75,179.75,174.56
178.95,177.24,180.75,177.10
173.91,173.29,175.89,172.15
173.53,169.44,173.96,168.67
169.09,172.02,173.30,168.35
173.71,172.79,174.46,172.05
172.62,171.67,172.75,169.51
171.92,169.08,172.09,166.24
169.39,166.89,169.71,166.72
166.67,169.05,169.75,163.90
167.07,166.14,168.47,164.82
165.50,168.07,169.20,164.12
166.60,166.73,168.08,164.57
161.39,165.08,166.88,160.76
164.70,164.70,168.14,162.87
165.91,160.97,166.30,160.78
161.19,161.82,163.54,160.59
163.37,164.52,165.79,161.72
164.07,162.60,164.44,162.25
162.30,165.32,166.26,160.82
168.21,171.10,172.00,167.36
171.64,170.98,173.49,170.30
171.80,169.35,172.50,169.25
170.73,174.62,174.84,170.07
177.78,179.42,181.16,177.66
179.31,180.13,181.57,178.50
181.58,180.13,183.25,178.59
180.89,182.94,183.61,180.69
182.10,185.29,186.36,181.80
186.15,182.76,188.27,181.12
182.78,184.91,185.17,181.76
185.26,184.71,186.22,182.78
184.86,184.04,186.49,181.85
183.06,180.48,184.59,179.42
180.83,182.29,182.88,179.80
181.39,181.82,182.08,179.36
181.00,180.01,181.78,179.02
178.38,178.34,178.91,175.37
178.35,178.82,179.47,176.60
181.62,183.87,185.00,181.59
184.56,185.89,185.97,183.05
185.65,185.42,186.35,183.77
186.27,182.30,186.42,180.74
183.20,196.63,197.80,182.75
195.96,195.07,196.79,192.27
194.38,195.81,196.59,193.78
196.57,201.19,203.42,196.18
201.00,198.45,202.59,196.69
198.25,199.97,201.86,195.37
198.66,197.11,201.00,196.12
199.10,197.60,199.56,196.56
198.34,200.80,202.36,196.78
201.94,203.94,205.29,201.56
203.12,204.38,205.50,202.25
204.22,206.07,206.19,200.62
205.70,202.56,206.39,202.36
200.54,192.51,200.90,191.37
191.82,194.81,195.98,191.76
194.13,197.09,198.28,193.25
198.33,198.80,199.95,197.55
197.95,198.65,199.80,197.24
195.56,196.22,197.29,192.02
197.00,193.27,197.00,193.00
193.57,192.26,194.35,191.14
191.24,195.00,196.45,190.88
194.76,194.13,196.12,193.50
195.94,196.69,198.44,195.03
196.06,192.40,197.26,192.05
192.28,193.65,194.44,190.56
191.23,188.32,193.21,187.62
188.66,185.69,189.85,185.18
185.72,187.55,190.63,185.52
187.45,188.05,189.81,186.32
189.74,189.68,191.76,185.71
189.25,186.53,190.77,186.28
186.81,186.29,189.31,184.86
188.99,189.96,190.72,187.07
188.04,185.98,192.45,185.30
185.74,183.65,187.00,181.59
186.51,186.37,187.39,184.64
185.96,187.72,188.85,185.57
188.30,194.23,195.00,187.12
193.96,191.63,195.20,191.32
189.50,194.16,194.46,188.30
193.88,192.55,194.92,191.35
194.50,201.25,202.58,194.03
201.92,202.35,202.88,200.60
202.67,204.18,206.25,201.03
200.78,204.49,205.20,200.50
205.55,209.49,210.27,203.61
208.76,213.19,214.45,208.73
212.12,214.19,214.40,211.01
215.09,216.74,217.80,215.09
214.30,218.28,218.32,213.25
216.74,212.55,217.50,211.00
214.64,211.23,215.65,211.12
214.70,213.50,216.83,212.14
213.58,210.38,215.91,209.38
213.08,212.87,214.53,209.29
212.53,211.53,213.39,208.29
213.77,218.06,218.40,213.77
220.05,215.55,220.20,214.41
216.74,213.21,217.09,211.07
213.86,216.52,217.95,211.11
215.49,213.49,216.08,213.00
214.99,214.18,215.60,210.35
224.39,222.52,227.20,219.62
223.27,223.90,225.95,220.23
221.29,222.52,225.75,219.51
225.00,221.32,227.45,217.66
220.32,209.64,214.83,205.54
209.48,209.96,214.83,205.54
206.73,201.48,208.00,201.45
204.67,202.70,207.32,194.84
196.40,193.70,200.39,190.05
196.70,205.09,205.09,190.46
200.76,194.13,202.40,193.60
197.01,198.36,200.85,191.36
200.28,202.30,204.56,197.21
202.06,202.95,205.28,198.32
201.14,197.68,201.39,194.75
198.53,195.93,199.60,193.74
191.21,182.52,191.34,179.72
180.29,178.93,190.00,177.55
182.83,177.54,184.20,177.10
178.92,193.55,194.84,178.52
193.89,193.73,196.31,190.17
194.41,192.03,196.99,191.07
191.24,199.27,199.72,189.60
202.82,206.53,206.67,202.55
205.78,210.92,212.49,204.32
212.27,215.23,216.17,211.35
215.28,212.54,217.64,211.62
208.94,210.00,210.69,207.00
204.77,216.18,216.60,204.47
218.80,219.90,220.19,214.22
218.30,217.26,220.64,216.34
215.05,211.39,216.96,209.75
208.75,216.56,216.66,208.65
217.79,219.53,219.95,215.01
220.22,222.57,224.99,216.72
223.99,226.78,227.20,221.25
227.57,239.30,240.44,226.74
237.11,241.69,244.00,232.88
240.80,233.25,241.05,231.03
234.51,231.87,240.52,231.81
224.72,223.23,228.79,219.00
220.51,223.61,224.49,219.06
227.48,229.85,230.24,221.40
234.22,224.21,234.75,222.40
226.35,229.71,235.81,225.60
234.17,222.44,234.30,216.29
218.19,216.23,223.00,215.21
217.01,211.98,221.60,211.39
209.62,212.50,215.00,200.43
212.53,219.50,220.17,208.48
220.28,221.51,223.62,217.55
222.48,224.74,227.90,218.41
226.23,231.32,232.80,224.10
230.60,235.48,236.75,229.00
236.64,236.81,241.84,234.33
237.00,236.15,239.68,235.23
240.87,246.71,246.71,240.18
244.29,242.33,246.71,240.67
242.31,243.88,244.61,236.62
240.67,231.53,243.33,229.25
232.13,233.61,234.74,229.80
236.91,234.78,237.00,230.60
236.02,237.61,240.47,234.00
238.59,227.15,239.01,225.89
203.69,198.40,207.58,196.51
204.26,206.78,208.60,201.10
206.53,217.32,218.40,205.75
215.79,213.51,218.89,213.04
208.11,212.10,216.21,207.43
215.55,215.62,216.79,212.72
216.30,218.29,218.50,213.02
217.65,216.48,218.23,214.33
216.84,217.00,220.20,214.00
219.20,217.99,219.35,215.21
214.95,211.22,215.70,210.60
213.50,210.79,214.06,208.10
212.52,217.39,217.88,210.31
215.65,218.93,222.35,214.25
218.00,217.83,220.33,214.26
216.27,211.99,216.97,211.23
212.51,204.52,212.90,202.10
205.33,197.14,205.34,197.11
193.29,189.25,193.36,185.05
186.95,192.34,194.04,183.58
193.06,188.99,194.60,187.89
190.41,182.40,190.83,181.51
191.65,194.15,194.62,190.54
194.78,188.39,195.50,187.30
194.76,192.29,195.30,188.75
191.85,197.13,198.08,191.59
197.07,196.03,199.66,195.18
198.86,196.24,199.00,193.67
195.98,191.99,198.32,190.11
191.03,195.32,196.71,189.12
193.57,190.48,195.89,190.08
191.21,193.03,193.95,188.40
190.03,189.52,191.15,187.63
188.56,180.51,189.68,178.50
179.00,180.21,180.75,170.25
182.05,181.26,184.80,179.53
182.42,181.26,184.41,180.31
182.00,179.33,183.17,179.00
182.69,182.52,183.17,180.54
181.92,174.35,183.50,172.49
175.09,179.03,179.67,174.21
179.22,177.28,179.68,175.60
177.73,176.27,178.59,176.16
176.39,173.89,176.65,172.28
169.62,173.86,174.55,166.97
173.36,173.10,175.17,172.49
175.89,179.03,179.48,175.55
179.21,177.51,180.50,176.06
175.94,177.61,178.25,174.05
178.07,182.61,184.65,177.50
182.76,178.56,184.37,177.00
181.10,179.34,182.40,177.10
179.64,178.90,180.77,178.19
179.42,175.93,179.49,175.75
175.81,178.42,178.80,173.50
180.15,181.66,183.30,178.51
181.94,189.44,190.25,181.12
190.88,194.45,195.94,190.36
190.71,190.93,192.90,189.04
190.79,186.09,191.73,185.23
185.00,187.00,188.41,183.82
186.99,187.80,188.17,184.61
189.30,193.32,194.85,188.73
193.09,195.37,196.50,192.33
193.68,192.15,195.00,190.13
194.00,194.44,195.63,189.70
173.81,179.46,179.95,172.00
179.65,181.72,181.94,176.80
182.83,187.68,187.90,181.89
186.28,183.14,186.56,182.92
182.65,184.19,184.94,182.06
184.95,185.48,186.49,182.91
184.50,184.98,185.69,181.76
183.42,185.54,187.63,182.52
187.17,191.59,192.50,185.68
191.08,191.30,193.57,186.10
191.29,184.47,191.54,183.26
177.79,179.93,181.68,175.14
180.09,182.50,183.41,179.36
182.65,182.26,184.75,180.58
181.95,180.58,182.99,180.29
179.64,178.89,180.75,176.96
179.70,179.13,180.74,178.37
177.54,178.53,179.19,176.50
178.90,183.80,184.29,177.95
183.89,179.69,184.00,179.01
179.89,180.04,180.49,176.58
179.48,179.30,181.84,178.92
179.00,180.26,181.82,178.18
178.68,181.09,183.50,178.04
182.65,183.77,185.50,182.40
184.17,187.64,188.38,183.80
186.79,184.32,187.20,183.44
184.13,183.39,185.40,182.20
183.92,184.59,184.87,180.77
183.65,182.26,184.32,181.14
182.02,184.43,184.43,180.30
183.28,185.05,185.68,182.35
183.45,185.52,186.68,183.00
184.88,192.33,194.41,182.88
192.50,191.73,194.28,191.26
190.54,192.40,194.06,190.26
192.01,195.04,196.20,191.80
196.48,202.87,202.97,195.50
203.59,205.44,209.85,202.88
206.14,201.16,207.00,200.31
201.28,204.61,205.31,200.63
205.02,202.51,206.85,201.87
198.02,198.05,199.90,197.00
198.24,199.66,202.39,197.50
196.95,193.99,197.68,192.36
193.55,194.39,196.03,193.55
192.02,191.87,194.20,190.50
192.75,186.98,193.52,186.57
189.63,187.97,191.97,186.79
188.06,190.69,192.26,185.61
189.90,188.46,189.94,186.26
189.01,185.50,189.47,183.65
187.21,188.39,190.04,186.87
188.82,191.07,193.45,188.74
192.93,191.10,194.55,189.75
192.34,189.98,193.48,189.80
188.99,188.24,188.99,185.51
188.68,190.33,190.70,186.51
191.67,194.42,194.80,191.60
193.57,195.99,196.36,193.02
224.83,226.85,228.69,220.22
223.95,231.90,233.84,223.05
229.40,230.04,232.97,228.40
227.82,230.25,231.44,227.40
229.74,229.45,232.53,228.03
227.80,223.99,229.72,223.74
