CAPR,Capricor Therapeutics,NASDAQ
4.02,4.00,4.02,4.00
4.15,4.25,4.25,4.15
4.25,4.25,4.25,4.20
4.15,4.28,4.29,4.15
4.28,3.81,4.29,3.81
4.25,4.11,4.34,3.85
4.11,4.20,4.20,4.10
4.20,4.20,4.20,4.20
4.23,4.20,4.25,4.20
4.25,4.15,4.25,4.15
4.15,4.00,4.25,4.00
4.00,3.77,4.00,3.77
4.10,3.91,4.20,3.91
4.10,3.85,4.10,3.85
3.90,3.90,3.90,3.90
3.92,3.91,3.92,3.90
4.02,4.00,4.05,3.90
3.90,4.21,4.21,3.75
4.21,3.80,4.25,3.52
4.00,4.10,4.17,3.79
4.10,4.25,4.25,4.10
4.23,4.25,4.25,4.23
4.25,4.00,4.25,4.00
4.20,4.15,4.20,4.15
4.00,4.00,4.10,4.00
4.19,4.19,4.19,4.19
4.15,4.20,4.20,4.15
4.24,4.24,4.25,4.24
4.20,4.24,4.24,3.90
4.20,4.01,4.20,4.01
4.03,4.15,4.15,4.03
4.15,3.77,4.15,3.77
4.05,3.86,4.19,3.86
3.86,3.80,3.99,3.31
3.76,3.76,4.00,3.55
3.75,3.50,3.75,3.50
3.85,4.10,4.17,3.85
4.10,4.10,4.10,4.10
N/A,N/A,N/A,N/A
3.87,4.00,4.00,3.75
4.00,4.00,4.00,4.00
N/A,N/A,N/A,N/A
4.00,4.00,4.00,4.00
4.00,4.00,4.05,4.00
N/A,N/A,N/A,N/A
4.05,4.07,4.10,4.05
4.07,4.07,4.07,4.07
4.07,4.10,4.10,4.00
4.00,4.00,4.00,3.95
3.81,4.05,4.09,3.70
4.00,3.98,4.00,3.98
3.95,3.79,3.95,3.60
3.80,3.80,3.80,3.80
3.80,3.80,3.80,3.80
N/A,N/A,N/A,N/A
3.92,3.92,3.96,3.90
3.91,3.90,3.91,3.90
3.90,3.90,3.90,3.90
3.90,3.80,3.90,3.80
3.80,3.85,3.91,3.79
3.90,3.85,3.90,3.85
3.85,3.85,3.85,3.85
3.76,3.80,3.80,3.71
3.80,3.70,3.80,3.70
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.75
3.70,3.74,3.74,3.61
3.68,3.53,3.68,3.32
3.60,3.59,3.60,3.59
3.65,3.67,3.75,3.65
3.75,3.75,3.75,3.75
3.75,3.40,3.75,3.35
3.45,3.45,3.60,3.20
3.45,3.75,3.75,3.45
3.75,3.71,3.75,3.71
3.75,3.50,3.75,3.50
3.55,3.75,3.75,3.55
3.65,3.75,3.75,3.55
3.75,3.75,3.75,3.75
3.75,3.75,3.75,3.70
3.70,3.53,3.70,3.51
3.60,3.60,3.60,3.60
3.51,3.43,3.51,3.05
3.43,3.54,3.55,3.43
3.54,3.78,3.84,3.54
3.80,3.94,4.05,3.80
4.02,4.03,4.03,3.84
3.89,3.82,3.89,3.77
3.76,3.85,3.85,3.40
3.55,3.90,3.90,3.51
3.88,3.86,3.88,3.85
3.72,3.85,3.85,3.71
3.81,4.05,4.35,3.75
4.29,5.20,5.20,4.29
5.25,6.50,6.55,5.25
6.52,5.85,6.57,5.55
5.77,5.75,5.85,5.51
5.60,6.50,6.69,5.60
6.75,6.56,7.40,6.10
6.25,6.20,6.70,5.75
5.28,5.50,6.10,5.27
5.51,6.25,6.45,5.51
6.00,6.12,6.30,6.00
6.00,6.35,6.35,5.95
6.35,6.01,6.50,6.01
6.08,5.96,6.30,5.96
6.00,6.00,6.40,5.77
6.30,6.38,6.60,5.75
6.35,6.05,6.45,5.85
6.06,6.35,6.35,6.05
6.05,6.10,6.35,6.00
6.10,5.74,6.10,5.55
5.72,6.00,6.00,5.60
6.01,6.35,6.40,5.75
6.11,5.78,6.11,5.71
5.90,5.80,5.90,5.80
5.88,5.82,5.95,5.82
5.95,6.05,6.05,5.95
5.85,5.78,5.85,5.78
5.75,5.85,5.85,5.58
6.10,8.00,8.39,6.08
7.80,7.60,7.95,6.64
7.20,7.70,7.70,6.97
7.19,7.00,7.80,7.00
7.25,7.50,7.90,7.25
7.52,7.40,7.68,7.20
7.25,7.19,7.50,7.19
7.38,7.30,7.38,7.05
8.75,8.60,9.30,7.05
8.86,10.25,10.25,8.79
10.65,9.93,10.68,9.30
9.65,9.65,9.97,9.10
9.22,9.14,9.49,9.05
9.63,9.60,9.75,9.48
9.75,9.50,9.75,9.05
9.50,9.14,9.50,8.88
9.11,9.14,9.52,8.71
9.05,9.05,9.05,9.00
8.74,8.62,8.95,8.35
8.61,8.65,8.65,8.36
8.15,8.35,8.35,8.15
8.42,8.35,8.65,8.12
8.18,8.35,8.35,8.18
8.25,8.21,8.40,8.10
8.03,8.00,8.30,8.00
8.00,8.00,8.10,7.50
8.00,7.50,8.33,7.50
7.39,7.25,7.39,7.00
7.22,6.69,7.22,6.52
6.75,6.56,6.75,6.41
6.25,6.57,6.75,6.10
6.62,6.54,6.75,6.50
6.65,6.74,7.22,6.50
7.21,7.50,7.86,7.10
8.00,8.00,8.25,7.73
8.21,7.25,8.24,7.15
7.22,6.90,7.54,6.50
7.00,6.73,7.00,6.26
6.45,6.42,6.69,6.21
6.32,5.97,6.32,5.85
5.85,5.99,6.23,5.85
5.99,5.85,6.26,5.85
5.85,6.08,6.23,5.85
6.22,6.13,6.22,6.00
6.08,6.32,6.66,6.03
6.05,6.20,6.21,6.05
6.26,6.60,7.00,6.26
6.63,6.21,6.63,5.62
6.25,6.37,6.50,6.25
6.75,6.59,6.75,6.31
6.60,6.68,7.00,6.45
6.50,6.40,6.50,6.01
6.35,5.91,6.40,5.87
6.08,5.80,6.19,5.80
5.80,5.90,6.20,5.62
5.92,5.90,5.95,5.77
6.06,5.90,6.08,5.80
5.90,5.90,6.00,5.85
5.95,5.97,6.06,5.88
5.97,5.90,6.13,5.81
5.78,6.18,6.18,5.62
6.09,5.92,6.14,5.77
5.85,5.85,6.18,5.80
5.91,5.81,6.00,5.81
5.88,5.99,6.00,5.80
7.52,5.70,8.31,5.70
5.70,5.39,5.88,5.10
5.34,5.50,5.67,4.50
5.52,5.40,5.97,4.90
5.80,5.37,5.80,5.10
5.12,5.19,5.50,5.10
5.07,5.21,5.75,4.86
5.70,5.39,5.70,5.12
5.26,5.18,5.74,5.05
5.20,4.80,5.20,4.80
5.00,5.15,5.15,4.88
5.45,5.36,5.45,5.20
5.23,5.22,5.48,5.12
5.23,5.11,5.45,5.11
5.20,4.68,5.33,4.68
4.75,4.94,5.10,4.62
4.89,5.05,5.10,4.73
5.02,4.92,5.02,4.77
4.88,4.97,4.97,4.82
4.90,4.89,5.00,4.77
4.88,4.83,4.88,4.75
4.75,4.77,4.88,4.71
4.85,4.76,5.30,4.68
4.85,4.70,4.95,4.70
4.82,5.00,5.12,4.76
4.98,4.90,5.07,4.85
4.90,4.78,5.02,4.75
4.84,5.00,5.01,4.84
4.92,5.10,5.14,4.90
5.03,4.99,5.16,4.76
4.99,4.99,5.17,4.98
5.12,5.00,5.17,4.99
5.00,4.87,5.00,4.85
4.83,4.72,4.93,4.51
4.67,4.62,4.90,4.27
4.26,4.44,4.72,4.26
4.84,4.25,4.88,4.25
4.57,4.34,4.57,4.10
4.54,4.60,4.72,4.44
4.50,4.53,4.66,4.41
4.45,4.57,4.64,4.29
4.58,4.69,4.84,4.32
4.87,4.50,4.88,4.50
4.52,4.65,4.65,4.51
4.61,4.41,4.72,4.40
4.33,4.10,4.36,4.08
4.12,4.29,4.39,4.03
4.38,4.23,4.38,4.00
4.25,4.12,4.25,3.79
4.05,4.03,4.21,3.77
4.31,4.28,4.45,4.10
4.42,4.22,4.42,4.05
4.01,3.86,4.15,3.75
3.84,3.95,4.18,3.80
3.98,3.97,4.19,3.95
4.09,4.02,4.23,4.00
4.10,4.10,4.23,4.01
4.24,4.32,4.39,4.13
4.30,4.28,4.45,4.26
4.32,4.76,4.97,4.32
4.91,4.47,4.91,4.47
4.42,4.62,4.80,4.30
4.63,4.31,4.66,4.25
4.30,4.36,4.38,4.30
4.42,4.26,4.50,4.25
4.34,4.22,4.34,4.15
4.21,4.01,4.22,4.01
4.01,4.02,4.30,4.01
4.10,4.28,4.28,4.08
4.20,4.03,4.20,4.02
4.08,4.25,4.25,4.05
4.27,4.17,4.30,4.15
4.15,4.34,4.45,4.15
4.85,4.50,4.90,4.30
4.35,4.66,4.66,4.35
4.64,4.67,4.67,4.53
4.60,4.51,4.77,4.46
4.40,3.93,4.45,3.92
3.90,4.00,4.11,3.80
4.03,4.00,4.03,3.95
3.95,4.05,4.11,3.95
4.47,4.21,4.47,4.11
4.12,4.21,4.43,4.12
4.20,4.31,4.47,4.12
4.46,4.43,4.53,4.05
4.44,4.31,4.46,4.17
4.22,4.50,4.50,4.22
4.49,4.46,4.75,4.35
4.53,4.37,4.68,4.29
4.48,4.55,4.60,4.29
4.57,4.46,4.57,4.46
4.55,4.51,4.64,4.46
4.45,4.57,4.65,4.45
4.61,4.48,4.66,4.46
4.33,4.54,4.54,4.33
4.33,4.37,4.49,4.33
4.37,4.18,4.52,4.07
4.20,4.08,4.20,3.94
3.99,4.20,4.51,3.96
4.05,4.02,4.20,4.00
4.12,4.16,4.30,4.04
4.13,4.15,4.30,4.02
4.21,3.96,4.30,3.95
4.05,4.07,4.18,3.96
4.20,4.07,4.20,4.07
4.16,4.00,4.16,3.97
3.99,4.12,4.14,3.97
4.21,4.20,4.21,4.10
4.30,4.30,4.37,4.23
4.25,4.18,4.30,4.03
4.23,4.24,4.28,4.15
4.21,3.97,4.21,3.97
4.09,3.97,4.16,3.97
3.98,4.02,4.05,3.98
4.02,3.86,4.10,3.78
3.95,3.99,3.99,3.95
3.92,3.88,3.95,3.77
3.90,3.90,3.90,3.53
3.89,4.14,4.23,3.89
4.13,4.28,4.30,4.01
4.21,4.60,4.64,4.09
4.47,4.34,4.47,4.34
4.42,4.22,4.68,4.01
4.17,3.90,4.17,3.64
3.90,3.98,4.29,3.67
4.15,3.80,4.19,3.71
3.80,3.95,4.05,3.72
3.93,3.71,3.93,3.70
3.71,3.69,3.72,3.68
3.95,3.87,3.98,3.72
3.98,4.03,4.16,3.85
3.95,3.64,4.04,3.62
3.64,3.71,4.00,3.64
3.74,3.61,4.20,3.49
3.68,3.55,3.69,3.50
3.44,3.46,3.72,3.44
3.40,3.58,3.70,3.30
3.54,3.75,3.82,3.54
3.85,3.28,3.85,3.22
3.26,3.09,3.48,3.09
3.14,2.97,3.28,2.96
2.93,2.83,3.02,2.78
3.05,2.65,3.05,2.47
2.85,3.10,3.35,2.59
3.15,3.07,3.23,2.87
3.04,2.94,3.04,2.85
2.94,2.97,2.98,2.80
2.79,2.66,3.05,2.66
2.65,2.40,2.65,2.32
2.60,2.42,2.60,2.40
2.31,2.22,2.37,2.22
2.25,2.16,2.29,2.15
2.19,2.05,2.36,2.05
2.10,2.01,2.13,1.98
2.00,2.10,2.12,2.00
2.09,2.03,2.23,2.01
2.00,2.14,2.14,1.88
2.07,2.12,2.12,2.00
2.13,2.22,2.36,2.05
2.30,2.28,2.30,2.22
2.09,2.26,2.26,2.05
2.15,2.33,2.45,2.15
2.70,2.52,2.70,2.16
2.50,2.67,2.89,2.38
2.65,2.67,2.89,2.60
2.74,2.59,2.83,2.50
2.46,2.46,2.82,2.39
2.66,2.71,2.80,2.49
2.84,2.77,2.84,2.45
2.84,2.44,2.85,2.43
2.76,2.50,2.76,2.50
2.49,2.63,2.83,2.48
2.63,2.55,2.65,2.43
2.45,2.54,2.57,2.45
2.52,2.24,2.52,2.22
2.31,2.36,2.52,2.31
2.41,2.40,2.41,2.33
2.42,2.43,2.43,2.31
2.44,2.43,2.48,2.29
2.45,2.42,2.45,2.33
2.26,2.34,2.46,2.26
2.33,2.50,2.62,2.33
2.55,2.30,2.55,2.27
2.30,2.46,2.47,2.30
2.50,2.13,2.70,2.13
2.25,2.19,2.30,1.91
2.10,2.25,2.79,2.10
2.40,2.27,2.46,2.26
2.39,2.24,2.55,2.22
2.48,2.10,2.48,2.10
2.25,2.12,2.25,2.04
2.11,2.10,2.27,2.10
2.22,2.16,2.31,2.09
2.16,2.20,2.21,2.10
2.21,2.36,2.46,2.21
2.33,2.50,2.50,2.15
2.61,2.69,2.75,2.39
2.45,2.60,2.69,2.01
2.67,2.75,2.89,2.58
2.79,2.95,2.96,2.79
2.92,2.95,3.18,2.89
2.52,2.71,3.02,2.52
2.75,2.64,2.97,2.64
2.78,2.63,2.78,2.42
2.64,2.53,2.76,2.51
2.55,2.54,2.70,2.46
2.57,2.61,2.82,2.57
2.79,2.74,2.79,2.70
2.74,2.81,2.81,2.74
2.80,2.80,2.81,2.71
2.77,2.76,2.81,2.76
2.78,2.90,2.90,2.76
2.92,2.84,3.00,2.83
2.80,2.90,2.93,2.80
2.73,3.05,3.25,2.73
3.12,3.22,3.30,2.96
3.13,3.17,3.38,3.06
3.34,3.13,3.35,3.11
3.24,3.34,3.35,3.15
3.30,3.33,3.33,3.21
3.26,4.17,4.42,3.26
4.13,4.05,4.13,3.76
4.11,4.06,4.12,3.89
4.05,3.80,4.05,3.69
3.95,3.80,3.95,3.68
3.91,3.80,4.15,3.78
3.95,3.94,3.99,3.75
3.70,3.86,3.86,3.70
3.70,3.71,3.77,3.60
3.65,3.97,3.97,3.64
3.72,3.69,3.79,3.68
3.63,3.62,3.63,3.62
3.60,3.56,3.63,3.56
3.52,3.28,3.74,3.28
3.27,3.36,3.57,3.24
3.36,3.58,3.59,3.30
3.58,3.43,3.60,3.26
3.36,3.42,3.43,3.34
3.29,3.32,3.32,3.28
3.32,3.30,3.36,3.27
3.27,3.30,3.30,3.20
3.20,3.27,3.27,3.20
3.24,3.24,3.25,3.20
3.35,3.25,3.40,3.10
3.24,3.25,3.30,3.13
3.15,3.22,3.22,3.09
3.13,3.24,3.24,3.13
3.11,3.19,3.19,2.98
3.22,3.11,3.22,3.10
3.16,3.12,3.27,3.12
3.24,3.23,3.24,3.23
3.19,3.23,3.25,3.12
3.22,3.69,3.77,3.20
3.21,3.45,3.77,3.20
3.34,3.51,3.60,3.14
3.36,3.21,3.48,3.14
3.39,3.41,3.50,3.15
3.31,3.54,3.54,3.24
3.54,4.15,4.17,3.46
4.50,4.75,5.40,4.36
4.44,4.46,4.60,4.30
4.49,4.43,4.50,4.30
4.41,4.32,4.41,4.06
4.32,4.27,4.32,4.04
4.32,4.38,4.40,4.07
4.07,4.18,4.33,4.00
4.15,3.85,4.30,3.80
3.84,4.33,4.34,3.84
3.96,4.14,4.25,3.94
3.98,3.95,4.24,3.95
4.00,3.96,4.09,3.90
3.93,4.26,4.30,3.93
4.71,4.18,4.79,4.03
4.17,4.09,4.38,4.03
4.13,4.02,4.31,4.00
4.20,4.10,4.24,4.06
4.04,4.04,4.24,3.98
4.05,4.13,4.17,4.04
4.15,4.24,4.24,4.00
4.27,4.27,4.41,4.27
4.25,4.25,4.44,4.25
4.29,4.18,4.35,4.10
4.25,4.09,4.25,4.08
4.06,4.20,4.44,3.91
4.07,4.09,4.13,4.07
3.96,3.84,3.98,3.83
3.79,3.60,3.90,3.56
3.67,3.82,3.82,3.67
3.86,3.73,3.86,3.60
3.62,3.70,3.76,3.55
3.70,3.58,3.78,3.53
3.65,3.75,3.77,3.58
3.63,3.71,3.86,3.63
3.75,3.62,3.75,3.60
3.78,3.85,3.87,3.77
3.87,3.94,4.08,3.87
3.99,3.74,4.09,3.71
3.85,3.57,4.08,3.57
3.62,3.54,4.09,3.51
3.55,3.52,3.67,3.52
3.57,3.53,3.70,3.50
3.70,3.66,3.88,3.57
3.75,3.62,3.76,3.50
3.57,3.72,3.72,3.56
3.66,3.66,3.73,3.55
3.59,3.60,3.74,3.53
3.60,3.74,3.80,3.59
3.60,3.56,3.75,3.55
3.65,3.40,3.65,3.40
3.79,3.50,3.79,3.35
3.50,3.37,3.50,3.37
3.50,3.60,3.61,3.34
3.40,3.66,3.71,3.27
3.73,3.64,3.73,3.63
3.71,3.80,3.92,3.64
3.86,3.75,3.97,3.59
3.80,4.09,4.09,3.80
3.96,4.01,4.05,3.71
3.80,3.80,3.95,3.80
3.88,3.92,4.00,3.61
3.81,3.70,3.86,3.60
3.78,3.90,3.97,3.67
3.80,3.72,3.88,3.72
3.36,3.57,4.00,3.22
3.74,3.75,3.99,3.44
3.68,3.76,3.76,3.56
3.74,3.57,3.74,3.56
3.56,3.63,3.63,3.50
3.60,3.51,3.62,3.50
3.53,3.29,3.53,3.25
3.22,3.30,3.43,3.22
3.31,3.27,3.35,3.25
3.25,3.21,3.36,3.21
3.21,3.24,3.31,3.16
3.26,3.30,3.32,3.16
3.22,3.16,3.36,3.13
3.30,3.45,3.52,3.30
3.37,3.37,3.47,3.37
3.43,3.35,3.44,3.25
3.46,3.50,3.50,3.31
3.46,3.44,3.51,3.28
3.40,3.36,3.64,3.32
3.45,3.29,3.48,3.29
3.34,3.42,3.46,3.25
3.38,3.35,3.40,3.27
3.39,3.45,3.52,3.20
3.25,3.45,3.61,3.25
3.55,3.32,3.60,3.28
3.32,3.22,3.34,3.22
3.34,3.24,3.35,3.23
3.39,3.36,3.39,3.17
3.28,3.18,3.43,3.17
3.19,3.13,3.23,3.11
3.16,3.25,3.32,3.02
3.26,2.91,3.48,2.90
3.03,2.88,3.03,2.71
2.91,2.78,2.91,2.63
2.85,2.82,3.05,2.56
2.67,2.73,2.76,2.67
2.86,2.66,2.86,2.66
2.63,2.87,2.87,2.62
2.81,2.79,2.90,2.71
2.79,2.79,2.87,2.70
2.74,2.72,2.89,2.71
2.78,3.11,3.17,2.78
3.08,3.00,3.18,2.90
2.94,2.95,3.15,2.91
3.02,3.09,3.10,2.91
3.10,3.15,3.27,3.04
3.15,3.18,3.25,3.00
3.16,3.17,3.22,3.00
3.07,3.20,3.20,3.00
3.11,3.11,3.18,3.11
3.07,3.20,3.20,2.98
3.19,3.20,3.26,3.09
3.18,3.15,3.25,3.11
3.19,3.11,3.19,3.11
3.13,3.20,3.20,3.03
3.20,3.04,3.23,2.95
3.06,2.92,3.11,2.92
2.93,2.98,2.98,2.81
2.96,2.83,2.96,2.80
2.80,2.67,2.80,2.61
2.69,2.46,2.69,2.42
2.40,2.58,2.60,2.31
2.50,2.59,2.77,2.45
2.70,2.40,2.70,2.37
2.51,2.44,2.65,2.40
2.42,2.56,2.57,2.42
2.52,2.51,2.59,2.41
2.50,2.55,2.55,2.31
2.50,2.40,2.53,2.35
2.35,2.53,2.56,2.34
2.46,2.58,2.58,2.42
2.54,2.61,2.78,2.52
2.63,2.93,2.93,2.60
2.81,2.66,2.88,2.44
2.72,2.55,2.72,2.51
2.63,2.64,2.67,2.47
2.62,2.70,2.73,2.58
2.68,2.64,2.70,2.57
2.66,2.78,2.87,2.59
2.71,2.65,2.71,2.59
2.62,2.64,2.65,2.51
2.66,2.53,2.66,2.46
2.56,2.47,2.63,2.42
