FXC,Guggenheim CurrencyShares Canadian Dollar Trust,NASDAQ
91.29,91.36,91.36,91.29
91.11,90.86,91.12,90.81
90.91,90.65,90.97,90.64
90.81,90.85,90.87,90.79
90.83,90.85,90.93,90.71
90.59,90.55,90.65,90.54
90.78,90.79,90.84,90.69
91.27,91.60,91.81,91.21
91.53,91.68,91.72,91.53
91.75,91.47,91.93,91.43
91.16,90.96,91.16,90.94
91.10,91.31,91.45,91.03
91.66,91.43,91.76,91.42
91.37,91.38,91.43,91.29
91.13,90.61,91.14,90.57
90.25,90.63,90.70,90.16
90.58,90.93,90.94,90.52
90.40,90.00,90.40,89.94
89.77,89.62,89.92,89.61
89.79,89.98,90.09,89.79
90.37,90.66,90.66,90.14
90.69,90.36,90.96,90.24
90.73,90.83,90.94,90.67
91.06,90.84,91.07,90.60
90.35,90.13,90.39,90.10
90.22,89.83,90.27,89.74
89.48,89.92,89.95,89.40
89.55,89.53,89.68,89.48
89.42,89.14,89.49,89.03
89.16,89.15,89.30,89.08
88.92,88.79,89.01,88.64
88.82,89.01,89.08,88.81
89.27,89.10,89.27,89.00
88.52,88.32,88.57,88.25
88.63,89.32,89.46,88.61
89.14,89.03,89.15,88.82
88.94,89.55,89.60,88.71
89.46,89.03,89.66,89.00
88.86,88.67,89.00,88.63
88.83,88.75,88.88,88.70
88.58,87.94,88.64,87.90
88.04,88.35,88.57,87.77
87.70,88.39,88.57,87.70
88.47,88.14,88.65,88.14
88.15,88.16,88.32,88.10
88.68,88.58,88.75,88.50
88.17,88.46,88.92,88.02
88.48,88.55,88.58,88.34
88.77,88.56,88.81,88.49
88.45,88.49,88.60,88.39
88.75,89.02,89.04,88.75
89.34,88.87,89.43,88.63
88.92,88.92,88.98,88.78
88.14,88.24,88.27,87.75
88.00,87.54,88.04,87.40
87.17,87.14,87.29,87.05
86.97,87.31,87.40,86.82
87.14,87.03,87.25,86.94
87.51,87.73,87.83,87.49
87.90,87.41,87.92,87.34
87.47,87.76,87.81,87.42
87.97,87.89,88.16,87.81
87.92,87.40,87.92,87.39
87.57,88.16,88.26,87.57
87.87,88.02,88.04,87.78
87.97,87.99,88.04,87.87
87.63,87.60,87.87,87.55
87.82,87.93,88.04,87.82
88.50,88.49,88.60,88.39
88.35,88.08,88.40,87.94
88.30,88.36,88.51,88.26
88.38,88.50,88.56,88.33
87.20,86.95,87.24,86.90
87.42,87.75,87.86,87.36
87.42,87.22,87.42,87.10
87.32,87.46,87.60,87.09
87.30,87.39,87.44,87.28
87.13,86.97,87.13,86.68
86.83,86.62,86.89,86.59
86.83,86.95,87.16,86.82
86.73,86.64,86.74,86.48
86.22,86.26,86.34,86.10
86.04,85.94,86.32,85.87
85.71,85.29,85.79,85.29
85.50,85.47,85.59,85.41
85.41,85.42,85.99,85.19
85.53,85.70,85.81,85.53
85.68,85.70,85.75,85.50
85.56,85.41,85.59,85.36
85.26,85.53,85.68,85.23
85.62,85.50,85.66,85.41
85.56,85.49,85.65,85.48
85.46,85.49,85.60,85.35
85.58,85.67,85.72,85.51
85.69,85.54,85.92,85.50
85.05,84.54,85.05,84.52
84.42,84.63,84.63,84.25
84.45,84.06,84.60,84.06
83.87,84.09,84.14,83.80
84.00,84.02,84.24,83.95
83.76,83.84,83.98,83.71
83.46,83.08,83.51,83.08
83.13,83.16,83.35,83.06
83.26,83.25,83.34,82.83
83.51,83.13,83.51,83.01
82.74,83.10,83.11,82.63
82.60,82.14,82.60,82.08
82.43,80.64,82.43,80.25
80.37,80.19,80.67,80.17
80.04,80.00,80.28,79.95
79.84,79.78,80.16,79.78
80.07,80.19,80.32,80.01
80.00,79.42,80.00,79.31
79.22,78.85,79.27,78.43
78.02,78.22,78.48,77.80
78.76,79.02,79.19,78.74
79.31,80.18,80.48,79.27
79.65,79.16,79.71,78.97
79.51,80.02,80.22,79.50
79.71,79.40,79.80,79.24
79.77,79.79,79.98,79.75
79.42,79.04,79.48,78.77
78.66,78.63,78.81,78.33
79.34,79.59,79.88,79.34
79.70,79.78,80.00,79.62
80.16,80.35,80.39,79.88
79.88,80.10,80.25,79.80
79.34,79.53,79.69,79.30
79.38,79.27,79.51,79.13
79.08,79.06,79.25,78.90
78.81,79.54,79.67,78.56
80.08,80.02,80.08,79.80
79.61,79.37,79.77,79.32
79.53,79.53,79.68,79.37
79.49,79.33,79.49,79.14
79.72,79.61,79.92,79.60
79.48,80.05,80.12,79.22
79.79,79.52,79.86,79.45
78.93,78.87,78.96,78.73
78.96,78.95,79.05,78.87
78.72,78.43,78.82,78.38
78.21,77.93,78.31,77.68
78.60,78.28,78.66,78.24
78.12,77.75,78.12,77.52
77.88,77.82,78.05,77.61
77.78,77.85,77.95,77.78
77.62,79.11,79.20,77.62
78.18,78.15,78.24,77.94
78.66,79.03,79.23,78.56
79.44,79.56,79.57,79.24
79.62,79.53,79.62,79.36
79.57,79.43,79.64,79.23
80.01,79.73,80.01,79.60
79.65,78.87,79.65,78.87
78.57,78.36,78.71,78.30
78.12,78.50,78.57,78.06
78.63,78.74,79.05,78.50
78.93,79.13,79.14,78.91
79.77,79.67,79.92,79.54
79.47,79.51,79.74,79.47
80.10,79.27,80.10,79.18
79.23,78.95,79.23,78.85
79.02,79.02,79.07,78.87
78.94,78.97,79.03,78.86
79.62,79.58,79.84,79.56
79.35,80.85,80.92,79.29
81.30,81.65,81.87,81.13
81.99,81.33,81.99,81.05
81.27,81.30,81.56,81.19
81.09,80.95,81.12,80.82
81.25,81.29,81.33,81.04
81.30,81.86,82.02,81.30
81.97,81.72,81.97,81.60
81.91,82.20,82.29,81.91
82.29,82.66,82.75,82.29
82.89,82.69,83.22,82.60
82.36,82.43,82.47,81.95
82.08,81.78,82.11,81.50
82.06,82.23,82.25,81.99
82.53,82.38,82.83,82.35
82.77,82.58,83.22,82.48
82.14,82.02,82.20,81.74
82.32,82.22,82.41,81.94
82.23,82.11,82.41,82.08
82.47,82.72,82.97,82.41
83.03,83.05,83.28,83.00
83.37,82.83,83.38,82.81
82.59,82.69,82.88,82.40
82.08,81.75,82.08,81.69
81.30,81.29,81.42,81.15
81.38,81.49,81.63,81.27
81.39,81.42,81.53,81.27
81.00,80.84,81.04,80.70
80.13,79.99,80.13,79.92
79.77,79.81,79.95,79.59
79.50,79.98,80.05,79.28
79.43,79.92,79.95,79.42
79.74,79.33,79.74,79.13
79.80,80.12,80.30,79.68
79.71,79.81,80.06,79.67
79.59,79.53,79.78,79.52
79.23,79.91,79.93,79.14
80.05,80.20,80.20,79.85
80.58,80.54,80.75,80.48
81.40,81.08,81.46,80.93
80.85,80.98,80.99,80.64
80.57,80.74,80.88,80.49
80.58,80.73,80.82,80.53
80.67,80.76,80.79,80.52
80.78,81.26,81.31,80.50
81.81,81.28,81.90,81.21
81.06,81.00,81.18,80.86
81.18,80.67,81.18,80.61
80.40,80.59,80.70,80.31
80.41,80.19,80.42,80.04
80.55,80.65,80.68,80.46
80.33,80.71,80.71,80.28
80.20,80.23,80.37,80.10
79.97,79.58,79.97,79.55
79.32,78.98,79.34,78.90
78.99,79.24,79.24,78.98
78.59,78.54,78.81,78.48
77.95,78.20,78.39,77.79
77.99,78.05,78.17,77.93
78.26,78.24,78.31,78.00
78.07,78.36,78.37,77.95
77.88,78.03,78.08,77.71
77.94,78.02,78.12,77.89
77.73,76.95,77.80,76.75
76.90,76.65,77.02,76.64
76.63,76.56,76.63,76.47
76.53,76.51,76.67,76.37
76.51,76.79,76.95,76.51
76.28,76.23,76.36,76.18
76.35,76.24,76.52,76.21
76.01,76.23,76.30,75.88
76.48,76.22,76.49,76.20
76.44,76.89,77.00,76.44
76.83,76.80,77.28,76.76
76.41,76.40,76.50,76.20
76.68,75.97,76.68,75.94
75.62,75.53,75.80,75.51
75.71,75.39,75.79,75.34
75.61,75.34,75.65,75.34
75.49,75.82,75.82,75.48
75.42,75.65,76.10,75.42
75.64,76.45,76.47,75.58
75.96,75.82,75.96,75.63
76.48,76.58,76.69,76.42
76.21,76.05,76.21,75.94
75.96,75.92,76.26,75.90
75.85,75.94,76.07,75.65
75.87,76.09,76.12,75.87
75.85,75.79,76.12,75.42
75.80,75.97,76.07,75.66
75.99,75.43,75.99,75.39
74.86,74.92,75.95,74.77
75.17,74.45,75.18,74.44
74.69,74.57,74.80,74.47
74.91,75.13,75.41,74.82
74.76,75.17,75.23,74.69
74.77,75.50,75.54,74.59
75.54,75.14,75.66,75.13
75.14,74.86,75.14,74.60
74.89,75.27,75.64,74.89
75.15,74.90,75.15,74.78
75.21,75.22,75.27,74.93
75.11,74.99,75.50,74.96
75.00,75.11,75.33,74.93
74.95,74.97,74.98,74.67
75.01,74.92,75.04,74.84
74.99,74.95,75.06,74.84
75.15,75.43,75.46,75.15
75.32,75.42,75.93,75.23
76.10,75.18,76.11,75.09
75.06,75.01,75.17,74.90
74.91,74.92,74.97,74.71
74.75,74.42,74.88,74.35
74.17,74.60,74.60,74.12
74.59,74.56,74.65,74.45
74.44,74.17,74.47,74.16
74.08,73.99,74.26,73.83
74.16,74.42,74.43,74.08
75.04,74.90,75.12,74.83
75.01,75.43,75.44,75.01
75.73,75.90,75.94,75.73
75.79,76.25,76.25,75.79
76.41,75.99,76.51,75.99
76.13,76.33,76.47,75.95
76.49,76.78,76.86,76.45
76.80,76.31,76.80,76.31
75.95,76.29,76.62,75.94
76.48,76.86,76.90,76.31
76.76,77.30,77.38,76.76
76.99,76.94,77.08,76.77
76.75,76.24,76.75,76.22
76.48,76.48,76.77,76.45
76.21,75.58,76.24,75.57
75.72,75.77,75.88,75.67
75.30,75.33,75.54,75.27
75.54,75.41,75.64,75.40
75.14,74.82,75.14,74.82
75.14,75.25,75.77,75.10
75.23,75.38,75.57,75.23
75.41,75.91,76.01,75.40
75.80,75.77,75.90,75.73
75.55,76.08,76.13,75.49
75.76,75.46,75.76,75.26
75.36,75.38,75.46,75.36
74.78,74.65,74.90,74.54
74.72,74.76,74.81,74.67
74.66,74.83,74.94,74.66
74.95,74.82,74.95,74.73
74.41,74.73,74.74,74.41
74.51,74.53,74.57,74.36
74.34,74.50,74.50,74.25
74.59,74.56,74.60,74.45
74.42,74.50,74.50,74.25
74.76,74.63,74.86,74.60
74.66,74.39,74.74,74.37
74.20,74.20,74.36,74.17
74.41,74.56,74.69,74.37
74.53,74.65,74.68,74.44
74.24,74.21,74.28,74.19
74.32,74.29,74.53,74.27
74.23,74.26,74.43,74.17
74.08,74.35,74.43,74.03
74.29,74.40,74.42,74.06
74.24,74.19,74.48,74.10
73.60,73.44,73.62,73.38
73.03,73.03,73.24,72.92
73.23,73.13,73.40,72.91
73.08,72.77,73.16,72.76
72.56,72.23,72.60,72.14
72.36,72.23,72.39,72.12
72.37,72.22,72.45,72.11
72.08,71.98,72.14,71.67
71.54,71.13,71.54,70.96
71.04,71.15,71.62,71.04
71.20,71.06,71.24,70.90
71.15,71.17,71.27,71.14
71.50,71.63,71.70,71.36
71.77,71.65,71.77,71.56
71.44,71.35,71.50,71.35
71.47,71.76,71.80,71.46
71.38,71.43,71.50,71.25
71.55,71.67,71.76,71.35
71.40,71.17,71.48,70.96
71.21,70.91,71.21,70.80
70.47,70.46,70.61,70.33
70.43,70.39,70.59,70.36
70.38,70.13,70.38,70.11
70.37,69.73,70.43,69.64
69.81,69.56,69.84,69.35
69.69,69.16,69.80,68.98
69.13,69.09,69.13,68.90
68.55,68.26,68.78,68.16
68.45,68.14,68.45,68.05
67.73,68.45,68.51,67.71
68.84,69.45,69.65,68.79
70.13,70.11,70.26,70.01
69.88,69.53,69.97,69.50
70.13,70.48,70.62,70.11
70.43,70.31,70.70,70.11
70.94,70.59,70.94,70.36
70.90,70.80,70.99,70.30
70.85,71.20,71.30,70.57
70.64,70.71,70.83,70.44
71.57,72.03,72.03,71.23
72.61,72.17,72.67,72.14
71.93,71.29,71.94,71.29
71.16,71.19,71.38,70.97
71.47,71.48,71.91,71.38
71.19,71.19,71.65,70.84
70.99,71.21,71.28,70.80
71.11,71.52,71.74,71.10
71.70,71.41,71.70,71.29
71.75,72.37,72.54,71.75
72.41,72.11,72.50,72.11
71.69,72.01,72.02,71.67
72.42,72.33,72.57,72.31
72.05,72.02,72.16,71.75
71.62,72.44,72.49,71.59
72.75,73.21,73.36,72.68
73.32,73.37,73.40,73.12
73.31,73.27,73.54,73.20
73.49,73.91,74.06,73.47
73.51,73.82,73.84,73.47
73.67,74.00,74.13,73.67
73.93,74.44,74.45,73.88
74.23,74.67,74.75,74.18
74.24,73.87,74.24,73.84
73.92,74.81,74.92,73.86
74.52,74.30,74.81,74.00
74.80,74.93,75.26,74.80
74.82,74.74,74.82,74.51
74.31,74.18,74.31,73.98
74.17,75.56,75.57,74.14
76.32,76.30,76.40,76.00
76.47,76.05,76.56,76.05
75.91,75.77,75.97,75.75
75.76,76.04,76.07,75.76
75.48,75.05,75.48,74.97
74.59,74.87,74.88,74.56
75.06,75.16,75.25,75.00
75.21,75.89,75.92,75.11
76.26,76.47,76.74,76.25
76.75,76.33,77.07,76.18
75.68,76.17,76.17,75.41
76.03,75.84,76.17,75.83
75.15,75.34,75.38,74.99
75.29,75.71,75.83,75.24
75.37,75.42,75.49,75.21
76.16,76.22,76.48,76.13
76.59,76.82,76.92,76.55
76.96,77.70,77.71,76.80
77.47,77.34,77.76,77.26
77.33,77.12,77.33,77.02
77.00,77.22,77.26,76.84
76.78,77.46,77.46,76.78
77.99,78.27,78.43,77.99
78.09,78.36,78.66,78.03
78.09,77.85,78.14,77.72
78.29,78.19,78.44,77.95
78.19,78.11,78.24,78.07
78.38,78.50,78.59,78.31
78.59,78.52,78.77,78.01
78.73,78.95,79.17,78.73
79.16,78.97,79.26,78.72
79.16,79.02,79.17,78.92
78.44,77.92,78.53,77.85
77.30,76.97,77.42,76.88
77.36,76.98,77.36,76.97
76.70,76.66,76.92,76.53
76.34,76.42,76.43,76.15
76.50,76.72,76.74,76.39
76.87,77.08,77.19,76.69
77.49,77.18,77.49,77.04
76.79,76.60,76.79,76.47
76.78,76.81,76.92,76.69
76.53,76.76,76.92,76.50
76.38,76.07,76.83,76.02
75.45,75.60,75.74,75.31
75.60,75.47,75.68,75.28
75.21,75.33,75.47,75.20
75.35,75.33,75.67,75.25
75.51,76.06,76.07,75.50
76.64,76.37,76.70,76.20
75.90,75.99,76.19,75.86
75.77,75.54,75.96,75.43
75.60,75.82,75.82,75.54
75.39,75.60,75.76,75.39
76.48,76.51,76.65,76.35
76.67,77.32,77.35,76.65
77.40,77.55,77.64,77.28
78.10,77.99,78.17,77.85
77.73,77.90,77.94,77.72
78.06,77.66,78.09,77.50
77.29,77.35,77.65,77.29
77.21,77.07,77.21,76.97
76.83,76.62,76.92,76.58
76.07,76.44,76.60,75.71
76.90,76.90,77.19,76.80
77.48,77.32,77.54,77.28
77.29,77.33,77.44,77.24
77.40,77.14,77.55,77.11
77.63,77.55,77.70,77.38
76.32,76.19,76.74,76.18
76.07,75.78,76.07,75.42
75.90,75.96,75.99,75.57
76.13,76.30,76.34,76.06
76.43,76.65,76.65,76.11
76.82,76.68,76.93,76.61
76.49,76.08,76.50,76.08
76.05,76.40,76.42,75.89
76.75,76.12,76.88,76.06
76.03,75.93,76.05,75.65
75.76,75.46,75.79,75.41
76.04,75.97,76.27,75.86
75.84,76.29,76.49,75.70
76.62,76.78,76.95,76.47
76.71,76.56,76.73,76.28
76.27,76.51,76.57,76.06
76.01,76.01,76.06,75.92
75.69,75.85,76.00,75.66
75.80,75.67,75.98,75.60
75.63,75.32,75.63,75.08
74.85,74.88,74.96,74.78
74.95,75.05,75.14,74.81
75.11,75.07,75.23,74.70
75.17,75.22,75.28,75.12
75.56,75.81,76.13,75.45
75.61,75.45,75.66,75.45
75.89,75.56,76.10,75.50
75.53,75.72,75.76,75.53
75.81,76.01,76.13,75.81
75.14,75.21,75.22,74.99
75.21,75.21,75.34,75.16
75.30,75.44,75.51,75.30
75.98,75.78,76.02,75.72
76.00,76.25,76.38,75.92
76.49,76.35,76.58,76.32
76.53,76.61,76.69,76.53
76.98,77.01,77.12,76.84
76.84,76.96,77.12,76.70
77.19,77.51,77.54,77.19
76.98,76.96,77.00,76.76
76.67,76.39,76.67,76.35
76.63,76.65,76.92,76.60
76.54,76.53,76.63,76.42
76.55,76.56,76.56,76.48
76.79,76.11,77.06,76.07
75.92,76.01,76.07,75.87
75.77,75.57,75.82,75.53
75.42,75.46,75.50,75.29
75.30,75.62,75.62,75.27
76.02,76.17,76.20,75.96
76.65,77.01,77.12,76.57
77.10,76.68,77.14,76.65
76.68,76.53,76.75,76.51
76.04,75.91,76.05,75.81
75.46,75.80,75.88,75.42
75.29,75.16,75.36,75.02
74.99,74.97,75.25,74.93
74.96,75.19,75.33,74.90
74.76,74.88,74.96,74.68
75.16,74.94,75.25,74.92
74.77,74.90,74.97,74.73
74.98,75.47,75.48,74.80
76.04,75.77,76.08,75.72
75.26,75.12,75.35,75.09
75.17,74.75,75.17,74.72
74.62,74.94,74.94,74.59
74.86,75.50,75.59,74.57
75.70,75.24,75.70,75.09
75.45,75.42,75.55,75.30
75.44,75.46,75.56,75.32
75.26,74.99,75.29,74.91
75.02,75.09,75.15,74.78
74.91,74.89,74.93,74.69
74.78,74.48,74.78,74.30
74.65,75.10,75.26,74.65
74.98,74.71,74.98,74.57
74.59,74.63,74.86,74.47
74.66,74.92,75.00,74.63
75.13,75.24,75.48,75.07
75.32,75.33,75.36,75.18
75.65,75.38,75.65,75.32
75.55,75.34,76.03,75.31
75.01,74.82,75.01,74.79
74.24,74.25,74.31,74.10
74.12,73.89,74.18,73.82
74.11,74.08,74.25,74.06
74.05,73.91,74.19,73.91
74.06,73.89,74.06,73.80
73.81,73.86,74.06,73.67
73.82,73.74,73.88,73.70
74.03,73.88,74.03,73.77
73.91,73.84,73.96,73.72
73.90,73.90,73.95,73.81
73.65,73.78,73.84,73.49
73.93,73.95,74.01,73.76
74.01,74.32,74.36,73.94
73.55,73.91,73.96,73.40
73.31,73.37,73.62,73.21
73.08,73.02,73.30,73.00
72.97,72.99,72.99,72.80
73.07,73.54,73.54,73.07
73.54,73.56,73.74,73.44
73.73,73.20,73.73,73.16
73.18,73.19,73.26,73.04
73.73,73.71,73.88,73.54
73.89,73.51,73.89,73.45
73.21,73.26,73.41,73.19
73.24,73.14,73.24,73.13
73.66,73.65,73.78,73.59
73.42,73.59,73.70,73.42
73.80,73.57,73.80,73.47
73.97,74.22,74.33,73.82
74.44,74.43,74.50,74.32
74.46,74.47,74.67,74.40
74.31,74.37,74.45,74.31
74.38,74.66,74.68,74.38
74.66,74.92,74.96,74.66
74.97,74.99,75.13,74.96
75.29,75.26,75.40,75.17
75.37,75.26,75.43,75.23
75.36,74.43,75.55,74.34
73.93,74.04,74.07,73.67
73.87,74.05,74.14,73.80
73.79,73.64,73.85,73.64
73.70,73.93,73.97,73.70
73.81,73.73,73.89,73.60
73.24,73.21,73.39,73.19
72.91,73.00,73.05,72.91
72.88,72.76,73.00,72.76
72.68,72.89,72.98,72.68
72.85,73.15,73.28,72.85
73.44,73.57,73.65,73.44
73.35,73.54,73.71,73.35
74.12,74.24,74.36,74.03
74.36,74.62,74.88,74.33
74.73,74.66,74.85,74.56
74.58,74.70,74.80,74.54
74.85,74.71,74.89,74.65
74.59,75.01,75.29,74.33
75.46,75.26,75.51,75.17
75.19,75.29,75.35,75.11
